Stock Ticker,Tweet Text,Sentiment,Tweet URL
$TGT,"$TGT is bright ass #green sitting on a 15 p/e...
because unlike $WMT with a 30 p/e ...
15 of it all ""blue sky""...
@Target
 ain't sourcing from 50 countries in Shenzhen, Communist China",Positive,https://twitter.com/madmilker/status/1526556894386593792
$GME,"It’s a beautiful, watching the prophecy unfold $GME",Positive,https://twitter.com/CotterAd/status/1523822794613858305
$BRDS,"Top Positive News Movers Premarket: 

I$DRA: +62% Shares Positive Results from Investigator-Sponsored Trial in Melanoma Patients at Amsterdam UMC 
$MITQ: +38% Earnings 
$BRDS: +35% Earnings",Positive,https://twitter.com/OryoJohn/status/1526545786586157061
$WMT,"Inflation causing major problems for $WMT. Despite stronger-than-expected sales, earnings were 12% below estimates.

How stunning of a miss was this? 

With Refinitiv data since 1992, Walmart has never posted a bigger earnings miss - or anything close to the size of this miss.",Negative,https://twitter.com/HumOnTheMarkets/status/1526520633298919424?s=20&t=p29J01hucJgdG3IbV9fb8Q
$AUVI,"Early Gainer Run = $AUVI = Like if Bullish !

#StockMarket #stockstowatch #401k",Positive,https://twitter.com/khmerxbxboi/status/1526563811427135488
$GME,"On Fidelity Today:
#GME 95% buy orders
#AMC 86% buy orders
The crimes are so blatant haha. 
I'm not selling until I'm on the moon. 
👏👏👏👏👏👏👏👏👏👏👏",Positive,https://twitter.com/TattedGrandma/status/1524487379003723776
$RBLX,$RBLX gave a #long signal five days ago! +30% thanks to Deep Signals Indicator.,Positive,https://twitter.com/DeepSignals_org/status/1526474941415161857
$HD,"$HD reported EPS is $4.09 (10.77% beat)

Revenue is $38.91 billion (3.38% beat)

$HD is even raising guidence is this environment, that’s confidence

Long & strong 🛠💪",Positive,https://twitter.com/DrDividend47/status/1526562791343247360
$ONON,$ONON's in Downtrend: Moving Average Convergence Divergence (MACD) Histogram just turned negative. View odds for this and other indicators: https://srnk.us/go/3663717 #OnHoldingAG #stockmarket #stock,Negative,https://twitter.com/Tickeron/status/1525564453508419584
$GME,"RT this if you DIDN'T panic sell
💎🙌

#AMC #GME $GME $AMC 🦍
",Positive,https://twitter.com/WSBArmy/status/1525113422924419072
$AMC,$AMC may be the stock of the century. #MOASS #BUY #HOLD #WIN 💪🇩🇪,Positive,https://twitter.com/TheGreenHolder/status/1526065324528893952
$FB,If you think $luna is having a bad time remember $FB is among one of the worst performing stock,Negative,https://twitter.com/DavesCryptnance/status/1524671616604643328?s=20&t=yMivC3G-hXOCd7BtmP_G7A
$TSLA,"The All-In Podcast Elon interview was one of the best interviews I’ve seen of Elon. 

This is the type of setting, environment, and questions that bring out the best of Elon. 

Watch it! 👀👍

https://youtu.be/CnxzrX9tNoc

$TSLA #Tesla",Positive,https://twitter.com/Teslaconomics/status/1526436533128949760
$WMT,"if you ignore what's happening with $wmt and other consumer names, it's a bright day",Negative,https://twitter.com/byKatherineRoss/status/1526593477114482688
$SUNW,"Sunworks, Inc's quarterly revenue growth rate YoY of 269.20% ranked 164 out of 5731 companies in our database. 

https://stockideashq.com/stocks/sunw?source=twitter-bot $SUNW",Positive,https://twitter.com/stockresearchhq/status/1526583574547374081
$TSLA,In other news 70% of Elon's followers on twitter are indistinguishable from $TSLA shilling bots.,Negative,https://twitter.com/fibercut/status/1526481419870011392
$COST,"$WMT down more than 7% premarket, and nearly 15% over the past month.
Now almost on par with the drop of $COST during a similar period.
If I'm choosing one of these to play, it is $COST.
On watch.",Positive,https://twitter.com/singlesdoubles/status/1526535571958423553
$NEGG,$NEGG Trending and up over 50% today 👀,Positive,https://twitter.com/Stocktwits/status/1508523562587545604
$AAPL,"FREE #OPTIONS Ideas 🤯

Scale out when above 25% Profit

$AAPL 150C>147.19 | 144P<144.51 (TOP PICK)
$MU    72C>71.87 | 70P<70.49
$NVDA 180C>177.20 | 170P<171.74
$MRNA 141C>140.82 | 134P<134.60

Tomorrow is a Critical day in the stock market be READY

101 ❤️for SECRET Bonus Picks",Positive,https://twitter.com/TradingWarz/status/1526375692883066880
$TSLA,I’m betting that 1/ $TSLA can outperform other long duration equities as int rates rise; and 2/ Fed will back off on tightening with economic growth already slowing,Positive,https://twitter.com/garyblack00/status/1526481579190767616
$AMD,Congrats to all the $AMD and $GOOG bulls 🍾,Positive,https://twitter.com/Stocktwits/status/1488625645777309705
$ARKK,$ARKK showing signs of breaking down as it falls over 6% on the day,Negative,https://twitter.com/Stocktwits/status/1494404226990096387
$LUV,$LUV Best long-term play in US Airline industry. LUV will be profitable the remaining three quarters this year. They have a multi-year fuel hedging program to provide insurance against spikes in jet fuel prices with significant fuel hedging protection in 2022 #oil #natgas,Positive,https://twitter.com/tradealertsday/status/1526606124954406912
$baba,"$baba is now the second biggest position in my portfolio. Check the revenue and free cash flow of this company! Can't believe I was able to buy this for 85 dollars per share. Thank you, Mr Market; feel free to keep crashing it so I can buy more!
#stocks #marketcrash",Positive,https://twitter.com/AldoFiliberto/status/1525865525888294912
$NVDA,$SQ $NVDA paying today,Positive,https://twitter.com/IJT03/status/1526511412402601984
$COIN,"The obliteration continues...

$COIN down 18% after the open 🥴",Negative,https://twitter.com/Stocktwits/status/1524746282019049473
$TSLA,"JUST IN:
⚡TESLA TO RECALL 107,293 UNITS OF SHANGHAI-MADE MODEL 3 & MODEL Y FROM MAY 23.
https://samr.gov.cn/zw/zh/202205/t20220516_344869.html
#CHINA #TESLA $TSLA",Negative,https://twitter.com/Sino_Market/status/1526090141873455104
$ABNB,"Heads up, Airbnb, AMD, Lyft, & Starbucks are reporting after the close. 

Here's the price action on the day so far...

✦ $ABNB ▼ 6.60%
✦ $LYFT ▼ 3.60%
✦ $SBUX ▼ 1.57%
✧ $AMD △ 0.50%",Negative,https://twitter.com/Stocktwits/status/1521530154626994176
$rblx,$rblx has been consistent wins lately,Positive,https://twitter.com/buttchomper/status/1526214808508547073
$ROKU,$ROKU down 15% after hours 😬,Negative,https://twitter.com/Stocktwits/status/1494442410625191941
$JMIA,"$JMIA from 800,000 packages delivered in Q1 2021 to 3,000,000 delivered in Q1 2022. 🤯 wow. $420 in operating cash. Orders increased 40% year over year, GMV increased 27% year over year, Revenue up 44% year over year. 
ACCELERATED GROWTH 🚀",Positive,https://twitter.com/v3xdd/status/1526548826403782657
$CVS,"$CVS trading down 5% after reporting a beat this morning.

We are watching $DIS, $UBER, $ZNGA, $MGM & $TWLO at the close.",Negative,https://twitter.com/Stocktwits/status/1491495989320077312
$F,"$F: Always a great 🐻market buy, look how well it comes out of #recessions and periods of #inflation... 
@Ford
 #investing #trading #Tradingview",Positive,https://twitter.com/AnkerSpartacus/status/1526299892758773761
$TSLA,"Dear 
@linderrama
,
2 years ago, you wrote that #Tesla building its own ventilators for #COVID victims was ""a promising step toward rectifying the world's massive ventilator shortage"".
Can you follow up on how many #PhonyStark's actually made? $TSLA $TSLAQ",Negative,https://twitter.com/ClaireMusk/status/1525579329215811586
$SE,"Sea Limited traded 75% above average volume, $SE up 13.74%",Positive,https://twitter.com/datadili/status/1526613958488121346
$AUVI,Always suspicious when no specific amounts mentioned $AUVI,Negative,https://twitter.com/assailed/status/1526562429798432768
$FB,"$FB has been exhibiting unusual strength last few days. Apparently, I am not the only one who thought about  the opportunity for Berkshire 13f. That said could be a sell-off if doesn't show up.",Positive,https://mobile.twitter.com/thomasgerlach/status/1526246773873946625
$AMZN,$AMZN -40% in 30 trading days.,Negative,https://twitter.com/plantmath1/status/1524449847780294664
$BRDS,"Premarket stock gainers with volume
$IDRA 
$BRDS 
$AUVI 
$MITQ 
$PPSI 
Come by to check the float & short %
#stocks #premarket #StockMarket #stockstowatch",Positive,https://twitter.com/FloatChecker/status/1526546765855563776
$GME,"#GME #GMESQUEEZE 
Don't forget $GME price went in 1 single day from $94.97 to $380.00. It will happen again don't get caught off guard.
",Positive,https://twitter.com/naasvzyl/status/1524442117657006085
$DDOG,"Call me crazy, but I can't wait to buy more shares of the best SaaS companies in the world. $DDOG, $SNOW, and $CRWD are going to get the lions share. I have so much confidence in these 3 companies. New 💰 coming in soon and I know exactly where I'm putting it.",Positive,https://twitter.com/cfee2000/status/1524609086104514561
$TWTR,"Elon Musk is using a 'dog ate the homework' excuse to potentially back out of buying Twitter and there is now a less than 50% chance the deal gets done, Wedbush says",Negative,https://twitter.com/MktsInsider/status/1526197225721892864?s=20&t=ffbCiXMc6hzUGyJUWdi-Pw
$SWA,Happy New Year ! #pilotlife #timgt #aviation #UnitedAirlines $UAL $SWA $DAL,Positive,https://twitter.com/TIMGTCrew/status/1212454989282476032
$AMZN,$AMZN created 1.1M #jobs in #india,Positive,https://twitter.com/naashonomics/status/1525753110588555264
$TWTR,Yes. It's in the best interest of twitter & $TWTR for the company to prove the accuracy of their estimates via third party validation so the deal can proceed. At the moment they're acting like a cheating partner who paranoidly snatches at/hides their phone every time it buzzes,Negative,https://twitter.com/stevenmarkryan/status/1526474564041310208?s=20&t=ffbCiXMc6hzUGyJUWdi-Pw
$TGT,"Walmart $WMT Crushed (very disappointing from the, should see new 52 week low) Target $TGT is next to be crushed IMO. Home Depot $HD shows where the true leadership is. Retail spend will be tricky going forward this year.",Negative,https://twitter.com/_GalacticChild/status/1526548022594719749
$TSLA,$TSLA Trending and down 9.5% after Musk acquires Twitter 😬,Negative,https://twitter.com/Stocktwits/status/1518967973410713600
$SUNW,"$SUNW down 11.63% at $1.52 (Volume 168k, AvgVolume 962k) in the last 16 min

#Earnings 17 minutes ago
Sunworks Reports First Quarter 2022 Results",Negative,https://twitter.com/DipFinding/status/1526182517195382789
$COST,"$COST looks so good here, its still the place to shop for those worried about inflation and recession.",Positive,https://twitter.com/leerawrs/status/1526614219885383680
$GLBE,"$GLBE is going to be that multi-bagger investors will look back on and think “why did I sell”?

Analyst expectations should have accounted for their European business and acquisition expenses

Zero thesis change and will maintain accumulation strategy",Positive,https://twitter.com/BluSuitDillon/status/1526314703609274368
$ONON,"On Holding AG traded 63% above average volume, $ONON up 3.63%",Positive,https://twitter.com/datadili/status/1526613943518736384
$AMZN,"*AMAZON SHARES SINK TO LOWEST LEVEL SINCE APRIL 2020 

$AMZN",Negative,https://twitter.com/Investingcom/status/1524468307780268032
$TSLA,"Right. $TSLA, $ARKK and $BTC being decimated will mark the end of the bear market. And a great buying opportunity. Excepting the afore-mentioned and their ilk of course.",Negative,https://twitter.com/rmasand/status/1526452773977395202
$BABA,"$BABA upgraded from Neutral to Overweight at JPMorgan Chase, price target raised from $75 to $130",Positive,https://twitter.com/MarketRebels/status/1526057352759193602
$TSLA,"Another 4000 Teslas export delivery made from Giga Shanghai. 🚢 

Giga Shanghai is coming back with vengeance! 🇨🇳

$TSLA #Tesla",Positive,https://twitter.com/Teslaconomics/status/1526440083569577989
$MCD,"bro $MCD doing real bad in the world theater

🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩",Negative,https://twitter.com/SIMPOTUS/status/1526448086809296896
$GOOG,Bullish $GOOG,Positive,https://twitter.com/PatTrades_/status/1526566395961659393?t=EtNeXrloRTTgyMP6ehQh7g&s=19
$GME,"Love articles like this acting like #GME is over. 

Hyping a documentary about the “fall of #Gamestop” 

Hint: it’s not over for $GME. Not even close. But nice try MSM!",Positive,https://twitter.com/ChuckHodl/status/1526542873109401604
$SE,$SE very oversold here . I don't think it will drop that much even if earnings is bad,Positive,https://twitter.com/esencio_darilyn/status/1526436569443446785
$GFAI,When $GFAI squeezes it will be epic.. their next earnings will slay it with all they have going on now.. 4800 robots delivered already now COVID relief in China .. They still have the T-Series coming out! Long here..,Positive,https://twitter.com/ATL_EN/status/1526551984253313025
$NIO,Bank of America Upgrades $NIO from neutral to BUY!,Positive,https://twitter.com/Prof_JamesCook/status/1526169945670881280
$COST,I used to own $WMT but $COST is really the only retail i'm in anymore.  Well run and incredible long term equity,Positive,https://twitter.com/JoeMonardo/status/1526603837800427521
$MSFT,"$MSFT plans to nearly double global merit-based salary budget ⁦
@aatilley",Positive,https://twitter.com/saraheneedleman/status/1526607772095336448?s=20&t=l0lk7lNw3X1bThrL9YyXpA
$NFLX,"YTD Price Movement:

$NFLX -68%
$FB -37%
$AMZN -31%

$BTC -22%

Is crypto more stable than stocks?",Negative,https://twitter.com/Stocktwits/status/1522272129890369536
$TGT,"Earnings for Wed, May 18 (BEFORE THE 🔔)

$TGT Target Corp. ⏰ 6:30 AM ET
🎯 - EPS: $3.02 | Rev: $24.42 B

$ZIM ZIM Integrated Shipping Services Ltd. ⏰ 7:00 AM ET
🎯 - EPS: $12.65 | Rev: $0.00 M

$LOW Lowe's Companies, Inc. ⏰ 6:00 AM ET
🎯 - EPS: $3.24 | Rev: $23.78 B",Positive,https://twitter.com/script_crypto/status/1526619826252173313
$AMZN,"On this day in 1997 Amazon $AMZN went public onto the NASDAQ through an IPO

If you had invested $1,000 in Amazon’s IPO and held to today you’d currently have $1.5 Million",Positive,https://twitter.com/TickerHistory/status/1525820289807962112
$GME,"Good Morning #APES we are here to stay until we get our payday!  $AMC $GME we are here and we are #APESNOTLEAVING #ApesTogetherStrong
",Positive,https://twitter.com/ZentzDan/status/1526520837360304132
$TGT,"I'm kind of excited to add $TGT to my Buy list - Before, they've always been right on the money, as in, not worth buying because they're priced exactly as they ought to be. Now, like their brick-and-mortar store items, 
@Target
 stock is a bargain!",Positive,https://twitter.com/leaderOpeople/status/1526579844259229702
$JMIA,$JMIA dip buys at 6.45 now up to 6.94 for NHOD🔥,Positive,https://twitter.com/S2Htrades/status/1526581617183145989
$COST,$COST - Home Depot Vs. Costco: Which Is The Better Buy? 'It might surprise some to learn that Home Depot stock has outperformed Costco's over the last ten years.',Positive,https://twitter.com/MikePMcM/status/1526508412581945345
$DUK,"Stocks I’m watching this week 👀 

Monday:
$DUK $PLUG 

Tuesday: 
$RBLX $U $WYNN

Wednesday:
$PSFE $DIS

What’s on your watchlist?",Positive,https://twitter.com/theDividendKid/status/1523387236695175170
$SE,"#BullishAlert 
Bullish Stock Alert: $SE at $80.03

This alert is meant for swing and day traders. For details, please see the pinned tweet on top of our profile.

#SwingTrading #StockPicks",Positive,https://twitter.com/StockAlarms/status/1526581030609571840
$PEP,$APD is a sleeper & $PEP is a beast🔥,Positive,https://twitter.com/SteveWagsInvest/status/1525927233541529600
$AFRM,"$AFRM reported earlier today and is trading down 23%

Watching $NET, $Z, & $EXPE to report after the close 👀",Negative,https://twitter.com/Stocktwits/status/1491879468159414272
$TSLA,"/ 
@elonmusk
 has demonstrated that you can be smart , rich , famous and Stupid As Hell . This Aaa Hat has driven down stock price of 
@Twitter
 and 
@Tesla
 buy Weaponizing 
@Twitter
 as means to drive deal . Think about how he will F with the stock market daily 
@MSNBC
 
@CNN
 JustSayNO!",Negative,https://twitter.com/ltgrusselhonore/status/1525205528464527361
$GFAI,"$GFAI What a boom 😎
$BBIG be patient",Positive,https://twitter.com/HuggyLesTuyaux/status/1526609162670571521
$fb,"I like for moat, revenue, growth and p/e ratios
$tsm 
$fb (nice p/e ratio)
$goog
$coin 
$qcom",Positive,https://twitter.com/Jamyies/status/1526536014604427265
$WBA,"#BullishAlert 
Bullish Stock Alert: $WBA at $44.69

This alert is meant for swing and day traders. For details, please see the pinned tweet on top of our profile.

#StockPicks #StocksToWatch",Positive,https://twitter.com/StockAlarms/status/1526567634153504768
$AUVI,"Update 
cutting $AUVI not feeling confident in it

#daytrader #investor #trading
",Negative,https://twitter.com/TradeHubPro/status/1526565746330828800
$TSLA,"Top 10 EV models in the United States in Q1. 

If they could have produced more Model X, it would have been number 3 or 4. $TSLA",Positive,https://twitter.com/WholeMarsBlog/status/1526060896627200000
$UST,After the terrible news with the recent algorithmic stable coin fiasco- $UST,Negative,https://twitter.com/search?q=%24UST&src=typeahead_click&f=top
$GME,"Mr. 
@GaryGensler
@GurbirGrewalNJ
The same crooks manipulating $AMC & $GME are insider trading with Call Options. Watch how all of a sudden the stock will go up now that Citadel bought millions of calls! 
@DOJCrimDiv @DOJPH @FINRA @FBI @TishJames @CFPB
",Negative,https://twitter.com/TeamT03254939/status/1526579724809641987
$COST,"$COST is hurting ..

I understand their business model well.

I think it may come under pressure now 500. 

Having said that, a dip sub 450 is a gift 💝 from the heavens. 

Tremendous company, great people, superb mission.",Positive,https://twitter.com/TicTocTick/status/1525898424402313216
$AUVI,"$AUVI
Nice to watch",Positive,https://twitter.com/GladiadorR8/status/1526553585848287232
$SUNW,"$ARQQ $SUNW $AGRI - GOEV, SUNW and APPH among pre market gainers",Positive,https://twitter.com/MarketCurrents/status/1526177219470495744
$SUNW,"Replying to 
@LMT978
Man no wonder why it crashed they had boomer tech companies leading the way. This is very eye opening actually . And why was $SUNW 3percent of the NAS? LOL",Negative,https://twitter.com/killa_pump/status/1525778342657531904
$ARKK,"The market is showing some love for Cathie today.

$ARKK +5.5%
$SARK -5.5%

Place your bets...",Positive,https://twitter.com/Stocktwits/status/1508849054628958215
$BABA,"$BABA this flow is impressive 
@OPT_FLOrida",Positive,https://twitter.com/deltagammaqueen/status/1526572415349923840
$SE,"Replying to 
@MrBuyside
Happy to see $SE beat on revs. 

Only Meli and SE still have revenue growth above their June 2020 quarter.",Positive,https://twitter.com/CollinAnder123/status/1526555505300078592
$TSLA,"$TSLA

DAILY CHART. A break of $701 leads to uncharted territory. This could get ugly. Or for us, its about to get chilly 🥶🥶🥶",Negative,https://twitter.com/tradingjitters/status/1526487306441572352
$TSLA,"A compendium of the criminal Elon Musk's frauds, to which we could add the $35K Model 3, Flint water crisis relief, $6B to end hunger, autonomous drive across the country (in 2017) ... oh screw it, just go here: http://elonmusk.today #ElonQ $tslaQ $TSLA",Negative,https://twitter.com/Paul91701736/status/1525560903378141184
$GME,$GME blasting off in after hours after news of potential stock split,Positive,https://twitter.com/Stocktwits/status/1509631509396865033
$TSLA,"I always try to skate where the puck is going.
My trading is the same. $SPX $TSLA $NVDA etc.",Positive,https://twitter.com/mintedtrading/status/1526551006066233346?s=21&t=fFKcVxTKSKT8Dcpg1Wva0Q
$ABT,"#BullishAlert 
Bullish Stock Alert: $ABT at $114.74

This alert is meant for swing and day traders. For details, please see the pinned tweet on top of our profile.

#StocksToWatch #SwingTrading",Positive,https://twitter.com/StockAlarms/status/1526567585893888000
$NFLX,"Get caught up on last week's happenings in today's Weekend Rip!

🎬 $NFLX fell 23% amid subscriber outlook downgrade
📉 Crypto enters bear conditions
🏃 $PTON dipped 24% on production halts; layoff rumor
🔫 Activists pick up stakes in $KSS, $UL on the dip",Negative,https://twitter.com/Stocktwits/status/1485412281630576640
$BLK,"$BLK will be the next Robinhood.   Goodbye, Blackrock.",Negative,https://twitter.com/tonyschan88/status/1524952197431181319
$HD,"Anyone else wondering how ""building materials and garden equipment and supplies dealers"" could see a a decent deceleration in April retail sales (-1.2% y/y, unadj) while $HD is calling for an acceleration in top-line guidance?  Love me a good HD visit, but the math...

Just me?",Negative,https://twitter.com/NeelyTamminga/status/1526550268074147841
$TSLA,"Crazy Eddie Memoirs: The downfall of Elon Musk is almost impossible to predict because America never had a narcissist crook worth over $200 billion.
$TWTR $TSLA $TSLAQ",Negative,https://twitter.com/SamAntar/status/1526024145003237376
$GME,"Australia's largest broker CommSec reports that last week GameStop $GME shares were 3.8% of last weeks trades, making it #3 of most traded shares",Positive,https://twitter.com/TendieBaron/status/1526190818465292288
$TSLA,Why would @elonmusk sell his Spacex shares instead of Tesla? Hasn’t it been more important for him in past to hold on to SpaceX shares to make sure SpaceX prioritizes Mars colony. I think Elon thinks Tesla is undervalued (at least relative to Spacex). Possibly bullish for $TSLA?,Positive,https://twitter.com/mary_led_what/status/1526451743344603136
$FB,Buy $FB. Save this tweet and thank me later when $FB hits 1K. TO THE MOON WE GO!!,Positive,https://mobile.twitter.com/friedricesonice/status/1525736368415993856
$HD,I have a feeling $HD will miss earnings,Negative,https://twitter.com/SheepTrades/status/1526240458313195521
$TSLA,"Because he never did, just getting a new fanbase to defend him and his fraud + an excuse to pump and dump some shares to grab much needed cash. #yougotmusked $elonq $tslaq $tsla",Negative,https://twitter.com/227thomas/status/1526490892047106051
$LYFT,"Ride sharing companies tanking today after poor earnings.

✦ $LYFT ▼ 32.8%
✦ $UBER ▼ 9.42%",Negative,https://twitter.com/Stocktwits/status/1521874026204905473
$BRDS,It's trade 'em well Tuesday and here's what I may be trading IF we get an A+ Setup:  $AFRM $AUVI $BRDS $HD $HEAR $INDO  $IQ $LBPS $MITQ $NEPH $NU $ONON $PARA $PPSI $SE $TSLA #DayTrading #DayTrader #PROCESS,Positive,https://twitter.com/DayTraderWayne/status/1526544528299139072
$TLRY,"$TLRY +16% going into the close.

Are we bullish on weed yet?",Positive,https://twitter.com/Stocktwits/status/1507079008219013124
$GME,"This will be heard, throughout the entire world. 🌍🚀
$AMC $GME",Positive,https://twitter.com/hftquant_/status/1525929116414771201
$FB,"$FB Instagram CPMs (cost per thousand impressions) continue to improve. In May 2022, they equaled $10.92 CPM, which is higher than last year's $9.82 and the year prior $7.16. 1/4",Positive,https://twitter.com/YoungMoneyCap/status/1525497650631557120?s=20&t=asLqZLZz9AtD0IBW0hzfyg
$EIFZF,$EIFZF - Exchange Income raises dividend by 5% to CAD 0.20,Positive,https://twitter.com/MarketCurrents/status/1526522774369411072
$WMT,I'm surprised the indices are not reacting to $WMT so far. That is a very ugly report.,Negative,https://twitter.com/RevShark/status/1526523955292643328
$DKNG,"I now own 19,000 shares of $DKNG @JasonDRobins
 I will not back down from this stock as hard as it is to buy right now, I truly believe this company is a winner long term. I'm willing to wait another year to see costs get under control.",Positive,https://twitter.com/dude_sparta/status/1524585471690493952
$JNJ,"$JNJ negative Citigroup Maintains Buy on Johnson & Johnson, Lowers Price Target to $205",Negative,https://twitter.com/UsMarketNews/status/1526543187170365445
$SARK,The inverse $ARKK ETF $SARK is up almost 100% YTD 🤯,Positive,https://twitter.com/Stocktwits/status/1523739378589528064
$DOCU,$DOCU taking damage in after hours following earnings,Negative,https://twitter.com/Stocktwits/status/1502033767447375875
$GLBE,I can't stop fucking laughing. I'm a short on $GLBE anyone who is long is my enemy. This is trench warfare it isn't the Ladies Auxiliary Garden Party. It's the fucking Stock Market. It's War.,Positive,https://twitter.com/ROTKofstonks/status/1526363412392992768
$TSLA,"Kirill Klip, Executive Chairman of #TNRGold🔋 $TNR.v commented, “We are pleased with the great news regarding #Ganfeng Lithium, our NSR Royalty Holding and advance of the #MarianaLithium Project to construction https://kirillklip.blogspot.com/2022/04/tnr-gold-considers-partial-ganfengs.html

$TRRXF #Royalties #Lithium $GNENF $TSLA #LIT",Positive,https://twitter.com/TNR_Gold/status/1525946503172431874
$GME,This guy’s the John Madden of stocks and his fund just sold Tesla to buy $AMC and $GME,Positive,https://twitter.com/jhuntermav/status/1526269166960881664
$JMIA,$JMIA growth acceleration. Orders increased by 40% YOY. GMV increased by 27% YOY. Revenue increased by 44% year-over-year,Positive,https://twitter.com/Mycho600567532/status/1526553551668924418
$SE,"$SE up big. Mazal tov to the longs and dip buyers.

@Amarillo_Slim1
 
@BigBullCap
 
@saxena_puru",Positive,https://twitter.com/ConsigliereShS/status/1526581849346256896
$AAPL,"$AAPL
Absorption at the 138 level looking like a positive sign for a possible relief bounce for the coming week(s).",Positive,https://twitter.com/KessInvesting/status/1525872998594379776
$JNJ,"Here’s some of my favorite Dividend Kings 👑

$PG Procter & Gamble
$KO Coca-Cola
$MMM 3M 
$JNJ Johnson & Johnson 
$TGT Target
$ABBV AbbVie
$LOW Lowe’s
$PEP PepsiCo
$MO Altria Group
$ABT Abbott Labs

Are you holding any of these?",Positive,https://twitter.com/SteveWagsInvest/status/1524077308973400064
$FB,"No wonder $FB keeps dropping

Banned in Russia...banned in China

Launched Metaverse in Oct 2021 and now launching a physical store! Is this a joke?

Whoever owns FB, the joke's on you!

Because Zuck has been selling his stock!",Negative,https://twitter.com/NewsoftheMarket/status/1524004384073728001?s=20&t=yMivC3G-hXOCd7BtmP_G7A
$GME,"BREAKING: Ray Dalio, the 72nd most wealthiest in the world, had his fund Bridgewater sell their stake in $TSLA and just bought in heavy on $AMC/ $GME 😳🔥🚀",Positive,https://twitter.com/OmariFaith_/status/1526386785688879105
$GME,HOLD $GME! #GameStop #GMErica #SuperStonk #wallstreetbets #MOASS $BBBY,Positive,https://twitter.com/godofmarkets/status/1524062421509238785
$fb,"nice gap up

if we can get $spx over 4063 more buyers may step in and we can see a start of a stronger bounce. will be patient and agile in this action.

longs on watch
$nvda over 180 for a move to 183+
$fb over 205
$msft over 266
$aapl over 147
$amd over 97 

gl hf 📈",Positive,https://twitter.com/its_aaronnn00/status/1526553685215653888
$BABA,"After falling over 50% in a year, it looks like people are buying the $BABA dip.

The stock is up +12% this morning.

Here's the weekly chart...

Are you in or out?",Positive,https://twitter.com/Stocktwits/status/1506264757543882754
$TSLA,"#Tesla Goes SpaceX Vertical, Breaks US$1 Trillion MC And Leaves Legacy Autos In The Dust. #Lithium Supply Shock Tsunami Wave Is Still To Come After This Earthquake. http://kirillklip.blogspot.com/2021/10/tesla-goes-spacex-vertical-breaks-us1.html

$TRRXF #TNRGold🔋 $TNR.v #Royalties #MarianaLithium #Ganfeng $GNENF $TSLA $LIT $BATT #EVs",Positive,https://twitter.com/TNR_Gold/status/1525557317936234496
$AUVI,$AUVI has room to $1.50/$1.90. If we get an extension we can see $2/$2+. Currently needs to hold above $1.10 and break over $1.30.,Positive,https://twitter.com/SalehTrades_/status/1526550036473159680
$SE,"Now glancing at $SE which was once called the Amazon of SE Asia with a gaming arm. Gaming falling off hard as people go out more, but e-commerce and payments have good growth. Issue is costs growing faster so you end up with this. Stock likely up cause been beaten down so hard",Positive,https://twitter.com/riddle245/status/1526552805460299779
$AMCR,"#AMCR The debt to equity ratio of the company is 0.0157, which means the company has very low debt.
https://stockosaur.com/stocks/AMCR
Try our new intuitive free stock screener on https://stockosaur.com/screener - it's the best screener ever made",Positive,https://twitter.com/stockosaur_com/status/1524566998902001666
$BRDS,$IDRA $MITQ $BRDS $DBGI $AUVI = Morning Movers 🔥📈💪,Positive,https://twitter.com/DavidScottAdams/status/1526546291131658241
$TSLA,"So I’ve just did a thing 👀 
Going to be our very first car ever 
@PatriciaGergely
❤️
#tesla #model3 
@Tesla
 
@TeslaOwnersUK",Positive,https://twitter.com/gsprmtys/status/1525894805930262528
$KO,"called it for $KO good shit, lookin to see higher this week",Positive,https://twitter.com/3than_v/status/1526229439184609280
$TSLA,"As Tesla $TSLA trades in record territory again, here are my future price targets for the stock.  Still holding all of my shares at $124.

$1,300 - by 2023
$1,500-$1,600 by the time my tri-motor Cybertruck is delivered
$3,000 - by 2026
$5,000 - by 2031",Positive,https://twitter.com/stockstobuy/status/1451552849645772803
$NVDA,"$NVDA Firstly, we acknowledge that NVIDIA has a significantly high ROE. Secondly, even when compared to the industry average of 19% the company's ROE is quite impressive. #cyber #cloud #security #netsec",Positive,https://twitter.com/PolarInvestors/status/1526208350375010307
$LUV,"And hiring Forker wasn't just sheer luck. Every employee AND leader that had knowledge should resign from Southwest.  Sadly, one is now the executive chair after he bet the entire future of $LUV on the #737Max.  Shame.",Negative,https://twitter.com/Diamon1Mark/status/1526253334436405248
